data_source,study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,year,latitude,longitude,species_code,code_type
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS1_R1,0,3,1.03015265085433,0.4,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS1_R1,3,6,1.09917921070623,0.25,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS1_R1,6,10,0.881412807238364,0.97,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS1_R1,10,15,1.10935833645321,0.45,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS1_R2,0,3,0.814380989339873,0.34,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS1_R2,3,6,1.32571399050551,0.69,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS1_R2,6,10,1.20437001776044,0.3,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS1_R2,10,15,1.24107242087697,0.34,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS1_R3,0,3,1.17825587469792,0.12,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS1_R3,3,6,1.39280522624943,0.16,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS1_R3,6,10,1.26842669925606,0.44,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS1_R3,10,15,1.23127356934069,0.17,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS1_R4,0,3,0.831951695057218,1.33,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS1_R4,3,6,1.18407882354918,0.23,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS1_R4,6,10,1.24717633125443,0.46,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS1_R4,10,15,1.23304591878696,0.68,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS1_R5,0,3,1.00263370016078,0.55,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS1_R5,3,6,1.25147563678382,0.34,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS1_R5,6,10,1.19293632664872,0.22,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS1_R5,10,15,1.16469842002558,0.35,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS2_R1,0,3,0.695579251552451,0.92,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS2_R1,3,6,0.94484560135707,0.39,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS2_R1,6,10,1.0093606490888,0.56,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS2_R1,10,15,0.995072354917782,0.52,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS2_R2,0,3,1.24120483778963,0.23,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS2_R2,3,6,1.19294057078053,0.7,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS2_R2,6,10,1.09765981151618,0.48,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS2_R2,10,15,0.979273998646708,0.22,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS2_R3,0,3,0.968680645634512,0.31,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS2_R3,3,6,1.23441422688437,0.23,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS2_R3,6,10,1.14623390014783,0.3,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS2_R3,10,15,1.12611416886193,0.53,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS2_R4,0,3,0.748325321759013,0.44,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS2_R4,3,6,0.81696142148387,0.75,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS2_R4,6,10,1.0115378887103,0.43,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS2_R4,10,15,0.97753220694951,0.41,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS2_R5,0,3,0.885054272336306,0.48,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS2_R5,3,6,1.01937255604223,0.39,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS2_R5,6,10,1.07182578115351,0.69,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS2_R5,10,15,0.960837490038943,8.23,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS3_R1,0,3,0.752875031065533,0.65,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS3_R1,3,6,1.0484024176622,0.43,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS3_R1,6,10,0.768832966692881,0.63,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS3_R1,10,15,0.724320512208939,0.49,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS3_R2,0,3,1.2153835398224,0.75,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS3_R2,3,6,1.15330037962111,0.5,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS3_R2,6,10,1.15107221041782,0.48,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS3_R2,10,15,1.21044337038882,0.72,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS3_R3,0,3,1.04636523439062,0.39,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS3_R3,3,6,1.13712174913934,0.56,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS3_R3,6,10,0.705845806414832,0.39,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS3_R3,10,15,0.781229226900422,0.6,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS3_R4,0,3,1.18813621356506,0.34,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS3_R4,3,6,1.21497610316808,0.47,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS3_R4,6,10,1.20102139775778,0.43,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS3_R4,10,15,0.813131516933306,0.27,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS3_R5,0,3,1.20153069357568,0.37,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS3_R5,3,6,1.28719425014546,0.19,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS3_R5,6,10,1.31055819579135,0.28,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,LWR_SS3_R5,10,15,1.2855645035282,0.29,2022,-32.7716,18.142872,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS1_R1,0,3,0.816893515374817,0.25,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS1_R1,3,6,1.1472737124427,0.22,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS1_R1,6,10,1.23588269649263,0.16,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS1_R1,10,15,1.10584419530974,0.14,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS1_R2,0,3,0.898805259419446,0.22,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS1_R2,3,6,1.2926097623424,0.23,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS1_R2,6,10,1.08164245804342,0.42,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS1_R2,10,15,0.970503924662572,0.32,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS1_R3,0,3,0.666158929805437,0.24,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS1_R3,3,6,1.31028232722332,0.28,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS1_R3,6,10,1.13278849055543,0.17,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS1_R3,10,15,1.2039447557525,0.09,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS1_R4,0,3,0.553876178487059,0.2,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS1_R4,3,6,1.31316833685806,0.17,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS1_R4,6,10,1.11190736202177,0.25,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS1_R4,10,15,1.04536022397664,0.22,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS1_R5,0,3,0.650387735977984,0.22,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS1_R5,3,6,1.06064249381892,0.24,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS1_R5,6,10,1.12139299663005,0.33,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS1_R5,10,15,1.09790936646695,0.26,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS2_R1,0,3,1.19686214857832,0.14,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS2_R1,3,6,1.21801490154818,0.26,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS2_R1,6,10,1.21735706111674,0.25,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS2_R1,10,15,0.383255288881642,0.25,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS2_R2,0,3,1.09566506956277,0.25,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS2_R2,3,6,1.2906744382344,0.2,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS2_R2,6,10,1.26412314959486,0.23,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS2_R2,10,15,0.516089824104772,0.35,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS2_R3,0,3,1.10574912675707,0.13,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS2_R3,3,6,1.21161475076998,0.13,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS2_R3,6,10,1.19065722786364,0.25,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS2_R3,10,15,1.18199410600126,0.3,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS2_R4,0,3,1.11355832929811,0.1,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS2_R4,3,6,1.24675616220467,0.19,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS2_R4,6,10,1.23026771010035,0.35,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS2_R4,10,15,1.29223627874261,0.21,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS2_R5,0,3,0.980156778064391,0.08,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS2_R5,3,6,1.23838673426395,0.12,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS2_R5,6,10,1.16711502868149,0.3,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS2_R5,10,15,1.19939165114052,0.04,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS3_R1,0,3,0.957544043749895,0.06,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS3_R1,3,6,1.18667623222043,0.25,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS3_R1,6,10,1.10985744635475,0,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS3_R1,10,15,1.18545731756294,0.06,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS3_R2,0,3,0.880979905793154,0.12,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS3_R2,3,6,1.21787908933008,0.12,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS3_R2,6,10,0.954305771174452,0.29,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS3_R2,10,15,1.14321632242681,0.16,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS3_R3,0,3,1.03225774023495,0.23,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS3_R3,3,6,1.18506770626225,0.12,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS3_R3,6,10,1.13533242316581,0.08,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS3_R3,10,15,1.15015293146652,0.08,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS3_R4,0,3,0.908974199250064,0.09,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS3_R4,3,6,1.13469410574071,0.1,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS3_R4,6,10,1.03586949641019,0.44,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS3_R4,10,15,1.15015293146652,0.08,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS3_R5,0,3,0.767118337439304,0.1,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS3_R5,3,6,1.5453393237087,0.28,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS3_R5,6,10,1.0030963105287,0.14,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Berg,UPR_SS3_R5,10,15,1.24593110297968,0.12,2022,-32.818246,18.195986,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS1_R1,0,3,0.746797434305331,0.86,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS1_R1,3,6,1.28452893536515,0.69,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS1_R1,6,10,1.14072077291913,0.64,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS1_R1,10,15,1.0702546035553,0.76,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS1_R2,0,3,0.967526241780619,0.79,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS1_R2,3,6,1.26930099041012,0.82,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS1_R2,6,10,1.26315548754086,0.79,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS1_R2,10,15,1.18293121030619,0.72,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS1_R3,0,3,0.906597485433225,0.81,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS1_R3,3,6,1.13262296941461,0.87,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS1_R3,6,10,1.22851063952862,0.81,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS1_R3,10,15,1.35049972030969,0.47,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS1_R4,0,3,0.381445591075392,0.79,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS1_R4,3,6,1.0575188128025,0.82,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS1_R4,6,10,1.14599198463433,0.66,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS1_R4,10,15,1.17774657888003,0.58,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS1_R5,0,3,0.846534531976252,0.81,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS1_R5,3,6,1.14768114909701,0.87,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS1_R5,6,10,1.36663166534149,0,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS1_R5,10,15,1.25789955470019,0.79,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS2_R1,0,3,0.886106817026621,0.81,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS2_R1,3,6,1.16358815514257,0.64,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS2_R1,6,10,1.23999526022213,0.71,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS2_R1,10,15,1.23190509615488,0.79,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS2_R2,0,3,0.842595977651205,0.69,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS2_R2,3,6,1.39947700146384,0.72,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS2_R2,6,10,1.28811098261767,0.77,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS2_R2,10,15,1.03695684298139,0.43,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS2_R3,0,3,0.815127956539451,0.52,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS2_R3,3,6,1.13068764530661,0.89,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS2_R3,6,10,1.27098591074098,0.55,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS2_R3,10,15,1.22303316300717,0.83,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS2_R4,0,3,0.966354861399462,0.9,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS2_R4,3,6,1.25575372165413,0.77,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS2_R4,6,10,1.31846501336416,0.75,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS2_R4,10,15,1.31944286133451,0.88,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS2_R5,0,3,1.2175904883666,0.67,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS2_R5,3,6,1.12491562603715,0.56,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS2_R5,6,10,1.28974072923493,0.6,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS2_R5,10,15,1.09653426775864,0.46,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS3_R1,0,3,0.932945055745612,0.63,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS3_R1,3,6,1.11844756914989,0.42,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS3_R1,6,10,1.47987359045023,0.32,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS3_R1,10,15,1.33592367400156,0.47,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS3_R2,0,3,0.906376790578804,0.36,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS3_R2,3,6,1.14900531822354,0.61,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS3_R2,6,10,1.27346872785322,0.55,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS3_R2,10,15,0.693579416640854,1,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS3_R3,0,3,1.03677349648695,0.7,2022,-34.389554,20.750209,Zostera capensis,Genus species
Bossert_et_al_2024,Bossert_et_al_2024,Breede,UPR_SS3_R3,3,6,1.36382629421125,0.8,2022,-34.389554,20.750209,Zostera capensis,Genus species
